Date,Silver_Price,Crude_Oil,Interest_Rate,USD_INR,Sensex,CPI,USD_Index
01-06-2008,12353,5631.69,6,42.842487,13461.6,53.55,72.46
01-07-2008,13028,5689.98,6,43.001054,14355.75,54.7,73.23
01-08-2008,11861,4919.52,6,43.108455,14564.53,55.47,77.38
01-09-2008,12220,4540.91,6,45.544457,12860.43,55.85,79.45
01-10-2008,12691,3535.8,6,50.055371,9788.06,56.61,85.63
01-11-2008,12143,2644.71,6,49.84275,9092.72,56.61,86.52
01-12-2008,12923,2010.86,6,49.906565,9647.31,56.23,81.15
01-01-2009,13473,2142.12,6,49.043306,9424.24,56.61,85.83
01-02-2009,14800,2059.46,6,49.179551,8891.61,56.61,88.17
01-03-2009,15232,2391.75,6,51.113321,9708.5,56.61,85.51
01-04-2009,14475,2517.58,6,50.03327,11403.25,57.38,84.82
01-05-2009,14621,2822.25,6,48.605316,14625.25,57.76,79.23
01-06-2009,14639,3303.55,6,47.671474,14493.84,58.53,80.16
01-07-2009,14720,3137,6,48.398962,15670.31,61.2,78.35
01-08-2009,14952,3461.09,6,48.271903,15666.64,61.97,78.17
01-09-2009,15723,3310.8,6,48.3977,17126.84,62.35,76.65
01-10-2009,15882,3461.1,6,46.705242,15896.28,63.12,76.3
01-11-2009,17057,3611.43,6,46.569183,16926.22,64.27,74.78
01-12-2009,17159,3491.65,6,46.532468,17464.81,64.65,77.86
01-01-2010,16706,3541.88,6,45.981774,16357.96,65.8,79.46
01-02-2010,16525,3463.32,6,46.3145,16429.55,65.03,80.36
01-03-2010,16614,3607.99,6,45.46429,17527.77,65.03,81.07
01-04-2010,16693,3745.92,6,44.4562,17558.71,65.03,81.87
01-05-2010,18024,3461.17,6,45.669935,16944.63,65.8,86.59
01-06-2010,18745,3479.77,6,46.4813,17700.9,66.56,86.02
01-07-2010,18270,3495.72,6,46.719452,17868.29,68.09,81.54
01-08-2010,18457,3531.14,6,46.491516,17971.12,68.09,83.2
01-09-2010,19056,3504.32,6,46.007067,20069.12,68.47,78.72
01-10-2010,19474,3629.8,6,44.359613,20032.34,69.24,77.27
01-11-2010,20140,3793.46,6,44.8883,19521.25,69.62,81.19
01-12-2010,20506,4065.66,6,45.096839,20509.09,70.77,79.03
01-01-2011,20204,4206.66,6,45.326452,18327.76,71.92,77.73
01-02-2011,20321,4450.5,6,45.400643,17823.4,70.77,76.89
01-03-2011,20835,4888.11,6,44.903345,19445.22,70.77,75.86
01-04-2011,21470,5159.4,6,44.295267,19135.96,71.15,72.93
01-05-2011,22130,4851.8,6,44.834903,18503.28,71.53,74.64
01-06-2011,22214,4747.57,6,44.818533,18845.87,72.3,74.3
01-07-2011,22627,4793.3,6,44.394613,18197.2,73.83,73.9
01-08-2011,25878,4550.04,6,45.2939,16676.75,74.21,74.12
01-09-2011,27487,4811.93,6,47.29188,16453.76,75.36,78.55
01-10-2011,26668,4916.61,6,49.178077,17705.01,75.74,76.17
01-11-2011,28563,5343.29,6,50.574833,16123.46,76.12,78.38
01-12-2011,28063,5486.72,6,52.333333,15454.92,75.36,80.18
01-01-2012,27598,5484.92,6,51.234633,17193.55,75.74,79.29
01-02-2012,28119,5540.26,9.5,49.151346,17752.68,76.12,78.74
01-03-2012,27854,5927.55,9.5,50.207433,17404.2,76.89,79
01-04-2012,28563,5888.49,9,51.5655,17318.81,78.42,78.78
01-05-2012,28831,5655.94,9,54.350864,16218.53,78.8,83.04
01-06-2012,29819,5083.6,9,55.977269,17429.98,79.57,81.63
01-07-2012,29468,5372.19,9,55.352806,17236.18,81.1,82.64
01-08-2012,30180,5848.75,9,55.513323,17429.56,81.86,81.21
01-09-2012,31673,5798.48,9,54.489467,18762.74,82.24,79.94
01-10-2012,31056,5476.43,9,53.03271,18505.38,83.01,79.92
01-11-2012,31548,5536.01,9,54.7929,19339.9,83.39,80.15
01-12-2012,30833,5526.62,9,54.621371,19426.71,83.77,79.77
01-01-2013,30520,5708.32,9,54.314581,19894.98,84.54,79.21
01-02-2013,29963,5784.94,8.75,53.8065,18861.54,85.3,81.95
01-03-2013,29514,5575.84,8.5,54.418984,18835.77,85.69,83.22
01-04-2013,27743,5375.04,8.5,54.361967,19504.18,86.45,81.75
01-05-2013,26769,5468.66,8.25,54.881226,19760.3,87.22,83.26
01-06-2013,27178,5817.69,8.25,58.179167,19395.81,88.36,83.14
01-07-2013,26928,6292.38,10.25,59.699774,19345.7,89.89,81.45
01-08-2013,30216,6836.67,10.25,62.618742,18619.72,90.66,82.09
01-09-2013,30473,6926.83,9.5,63.801724,19379.77,91.04,80.22
01-10-2013,30710,6497.77,8.75,61.485081,21164.52,92.19,80.19
01-11-2013,30740,6435.78,8.75,62.5894,20791.93,92.96,80.68
01-12-2013,29904,6534.28,8.75,61.863581,21170.68,91.42,80.03
01-01-2014,29582,6344,9,62.074613,20513.85,90.66,81.31
01-02-2014,30211,6529.28,9,62.180696,21120.12,91.04,79.69
01-03-2014,29832,6343,9,60.997097,22386.27,91.42,80.1
01-04-2014,29329,6329.6,9,60.330117,22417.8,92.57,79.47
01-05-2014,28738,6273.13,9,59.308661,24217.34,93.34,80.37
